tenure_months,monthly_charges,total_charges,contract,internet_service,online_security,tech_support,is_senior,has_partner,has_dependents,paperless_billing,payment_method,churn
44,68.07,3080.82,one_year,none,yes,no,0,1,0,yes,electronic_check,0
48,82.89,4091.03,two_year,fiber,yes,no,1,0,0,yes,electronic_check,0
40,59.26,2431.21,month-to-month,dsl,yes,yes,0,1,1,no,bank_transfer,1
49,48.96,2455.47,month-to-month,dsl,yes,no,0,0,0,yes,mailed_check,0
43,65.32,2855.08,month-to-month,fiber,yes,no,0,1,1,yes,bank_transfer,0
5,92.02,560.03,month-to-month,fiber,yes,yes,0,1,0,no,electronic_check,1
54,59.59,3264.64,two_year,fiber,no,no,0,1,0,yes,electronic_check,1
32,52.59,1734.81,one_year,dsl,yes,no,0,1,0,no,credit_card,0
3,73.11,336.74,month-to-month,dsl,yes,yes,0,1,0,yes,electronic_check,1
29,79.98,2404.26,one_year,none,no,no,0,1,0,no,electronic_check,1
31,102.86,3273.75,month-to-month,fiber,yes,yes,0,0,0,yes,mailed_check,1
6,77.08,545.85,month-to-month,dsl,no,yes,0,1,0,yes,bank_transfer,0
71,82.88,5958.79,two_year,dsl,no,yes,0,1,1,no,mailed_check,0
16,84.39,1418.41,month-to-month,dsl,yes,yes,0,1,1,no,bank_transfer,0
23,46.94,1146.3,month-to-month,fiber,no,no,1,0,0,no,mailed_check,1
31,50.73,1634.18,two_year,fiber,yes,yes,1,1,0,yes,credit_card,0
59,48.32,2902.54,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,0
53,43.36,2338.04,month-to-month,fiber,no,no,1,0,0,yes,mailed_check,1
55,85.91,4805.62,month-to-month,none,yes,no,0,0,0,yes,electronic_check,0
17,75.8,1387.78,month-to-month,fiber,no,yes,0,1,1,yes,mailed_check,0
60,71.59,4371.38,month-to-month,dsl,no,yes,0,0,0,yes,electronic_check,1
59,18.15,1077.81,month-to-month,fiber,yes,no,1,1,0,yes,bank_transfer,0
33,111.11,3831.54,month-to-month,none,yes,yes,0,1,0,no,bank_transfer,0
39,52.11,2086.31,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,0
2,111.04,340.75,one_year,fiber,yes,no,0,1,1,yes,mailed_check,1
54,41.02,2265.02,two_year,fiber,no,no,0,0,0,yes,bank_transfer,0
69,53.75,3767.5,one_year,dsl,no,yes,0,1,0,yes,credit_card,0
34,25.94,911.77,one_year,fiber,no,yes,0,0,0,yes,electronic_check,0
38,77.24,3005.81,one_year,fiber,yes,no,0,0,1,yes,mailed_check,0
35,47.97,1715.12,month-to-month,none,no,no,0,0,0,yes,credit_card,0
5,48.54,293.96,month-to-month,dsl,no,no,1,0,0,no,electronic_check,0
44,42.55,1926.93,month-to-month,fiber,no,no,0,0,0,yes,bank_transfer,0
51,85.55,4437.52,month-to-month,none,no,no,1,0,0,yes,electronic_check,0
66,84.23,5631.15,two_year,fiber,no,yes,0,1,1,yes,bank_transfer,0
66,106.24,7144.02,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,1
35,56.29,2021.29,two_year,dsl,yes,yes,0,1,0,yes,credit_card,0
69,74.38,5200.49,month-to-month,dsl,no,no,0,1,1,yes,bank_transfer,1
38,44.21,1720.89,month-to-month,fiber,no,yes,0,1,1,yes,mailed_check,0
46,63.3,2974.28,month-to-month,dsl,no,no,0,1,0,yes,mailed_check,0
43,59.62,2604.52,month-to-month,fiber,no,no,0,1,0,yes,bank_transfer,0
71,79.29,5700.33,month-to-month,fiber,no,no,0,0,1,yes,bank_transfer,0
53,90.34,4882.52,one_year,none,no,yes,1,0,0,no,electronic_check,0
8,89.82,812.39,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,1
5,53.14,331.15,two_year,dsl,no,no,0,0,0,yes,bank_transfer,0
29,89.97,2732.2,two_year,fiber,no,no,0,0,1,no,electronic_check,0
37,69.12,2647.47,month-to-month,dsl,no,no,0,0,0,yes,bank_transfer,0
48,63.51,3123.61,two_year,dsl,no,no,0,1,0,yes,credit_card,0
34,55.83,1952.39,month-to-month,fiber,no,no,0,0,1,no,electronic_check,1
37,58.8,2227.07,month-to-month,dsl,no,yes,0,1,1,yes,electronic_check,0
66,104.85,7025.32,month-to-month,dsl,no,no,0,0,0,yes,credit_card,0
24,76.15,1912.67,month-to-month,dsl,no,yes,0,1,0,yes,mailed_check,0
35,73.49,2657.72,month-to-month,none,no,no,0,0,0,yes,credit_card,0
40,64.76,2663.23,month-to-month,dsl,no,yes,0,1,0,yes,electronic_check,0
33,118.92,4040.4,two_year,fiber,no,no,0,1,0,no,electronic_check,0
69,96.1,6742.12,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,1
69,55.58,3904.62,one_year,fiber,no,no,0,1,1,no,mailed_check,0
36,64.53,2398.97,month-to-month,fiber,no,yes,0,0,0,yes,credit_card,1
32,65.72,2168.34,month-to-month,dsl,no,no,0,1,0,yes,bank_transfer,0
42,72.92,3123.4,month-to-month,dsl,no,yes,0,0,0,yes,electronic_check,0
13,55.98,774.12,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,0
30,78.78,2431.45,month-to-month,none,no,yes,0,0,0,yes,bank_transfer,0
15,99.04,1589.73,one_year,fiber,no,no,1,1,0,yes,electronic_check,1
10,43.73,485.58,month-to-month,fiber,no,yes,0,1,1,no,electronic_check,1
6,47.44,318.66,month-to-month,none,yes,no,0,1,0,no,bank_transfer,0
42,60.34,2588.54,one_year,fiber,yes,yes,1,0,0,yes,electronic_check,0
0,61.26,64.24,one_year,fiber,no,yes,0,0,1,yes,mailed_check,1
46,109.97,5148.8,two_year,fiber,no,yes,0,0,0,no,electronic_check,0
31,90.03,2888.77,month-to-month,none,yes,no,0,0,1,yes,electronic_check,0
26,88.89,2394.56,one_year,fiber,no,yes,0,0,0,no,electronic_check,1
55,64.71,3614.4,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,0
38,64.27,2507.21,one_year,fiber,yes,yes,0,1,0,yes,electronic_check,0
52,40.97,2174.62,month-to-month,fiber,no,no,1,1,1,yes,credit_card,0
51,85.63,4438.23,month-to-month,none,yes,yes,1,0,0,yes,electronic_check,0
2,79.82,235.59,two_year,none,yes,yes,0,1,0,no,bank_transfer,0
15,95.72,1540.47,one_year,fiber,no,no,1,1,0,yes,electronic_check,1
41,65.78,2752.73,month-to-month,dsl,no,no,0,1,0,no,electronic_check,0
70,67.16,4746.09,month-to-month,fiber,yes,no,1,1,0,yes,mailed_check,0
11,73.4,858.24,one_year,dsl,no,no,0,1,0,yes,bank_transfer,0
7,87.84,695.38,month-to-month,fiber,no,yes,0,1,0,yes,electronic_check,0
67,40.6,2750.09,month-to-month,dsl,no,no,0,0,1,yes,electronic_check,0
69,84.72,5924.51,month-to-month,fiber,yes,no,0,0,0,no,bank_transfer,0
12,69.59,927.84,month-to-month,none,yes,no,0,1,0,yes,electronic_check,0
28,48.83,1402.61,month-to-month,dsl,no,no,0,1,0,yes,credit_card,0
45,28.31,1300.66,one_year,fiber,no,yes,0,0,0,yes,electronic_check,0
14,67.27,1037.74,month-to-month,none,no,no,1,1,0,yes,credit_card,0
23,98.95,2382.88,one_year,dsl,yes,no,0,1,0,yes,bank_transfer,1
28,103.49,2993.6,two_year,dsl,no,yes,0,0,0,yes,electronic_check,0
46,77.11,3621.75,month-to-month,fiber,no,yes,1,1,0,no,electronic_check,0
22,109.24,2521.9,one_year,none,yes,no,0,0,0,no,credit_card,0
29,69.14,2097.65,month-to-month,fiber,yes,yes,0,1,0,no,electronic_check,0
20,89.07,1861.01,two_year,dsl,no,yes,0,1,0,yes,electronic_check,0
54,60.98,3344.66,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,0
11,59.71,700.05,month-to-month,fiber,yes,no,0,1,0,no,electronic_check,0
16,56.45,960.81,month-to-month,dsl,yes,no,0,0,0,yes,mailed_check,0
17,28.79,510.13,two_year,fiber,no,no,0,1,0,no,mailed_check,0
65,95.74,6309.96,month-to-month,dsl,no,yes,0,1,0,yes,credit_card,0
68,57.17,3934.34,one_year,fiber,yes,yes,0,1,0,yes,electronic_check,0
36,53.97,2008.48,month-to-month,fiber,yes,yes,0,1,0,yes,bank_transfer,0
11,46.4,552.08,one_year,none,yes,yes,0,1,1,yes,credit_card,0
54,65.91,3630.28,month-to-month,dsl,no,no,0,0,1,yes,electronic_check,0
35,105.27,3755.95,month-to-month,fiber,no,yes,0,1,1,no,bank_transfer,0
61,111.88,6939.5,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
25,36.78,947.43,month-to-month,fiber,no,no,0,0,1,yes,mailed_check,0
71,62.91,4524.16,one_year,dsl,no,no,0,0,0,no,electronic_check,0
58,49.31,2931.1,one_year,dsl,no,no,0,0,0,no,electronic_check,0
16,89.77,1542.83,month-to-month,fiber,yes,no,0,1,1,yes,electronic_check,1
52,75.73,4011.75,month-to-month,fiber,yes,no,0,1,0,yes,electronic_check,1
20,57.27,1239.31,month-to-month,none,no,no,0,1,0,yes,electronic_check,1
25,71.45,1844.62,one_year,none,yes,no,0,0,0,no,credit_card,0
18,60.45,1162.64,one_year,fiber,no,no,0,1,1,yes,credit_card,1
49,102.28,5082.65,two_year,none,no,no,0,1,0,yes,bank_transfer,0
18,80.94,1533.91,two_year,fiber,yes,yes,0,0,0,yes,electronic_check,0
45,83.4,3813.92,month-to-month,dsl,no,no,1,0,0,yes,credit_card,0
41,16.66,700.58,month-to-month,dsl,no,yes,1,1,0,yes,credit_card,0
54,68.66,3777.07,two_year,fiber,no,yes,0,1,1,no,bank_transfer,1
71,111.66,8032.65,month-to-month,fiber,yes,no,0,0,0,no,bank_transfer,0
0,96.52,117.6,month-to-month,none,no,yes,0,1,0,no,electronic_check,0
71,33.06,2376.57,month-to-month,dsl,no,no,0,1,1,yes,credit_card,0
7,63.73,514.01,one_year,dsl,no,no,0,0,0,yes,mailed_check,1
37,45.97,1754.4,one_year,fiber,no,yes,0,0,1,yes,bank_transfer,0
24,104.22,2574.58,two_year,none,no,no,0,1,1,no,electronic_check,0
46,74.89,3508.62,month-to-month,none,yes,no,0,0,1,yes,electronic_check,0
51,54.64,2841.87,month-to-month,dsl,no,no,1,1,1,yes,credit_card,0
61,70.68,4391.07,month-to-month,fiber,yes,yes,0,0,1,yes,bank_transfer,0
28,17.85,522.72,one_year,fiber,no,no,0,0,0,yes,bank_transfer,0
67,48.3,3282.31,month-to-month,none,yes,yes,0,0,0,yes,electronic_check,0
23,70.73,1693.04,two_year,dsl,yes,no,1,1,1,yes,mailed_check,0
14,86.91,1288.48,month-to-month,fiber,no,yes,1,0,0,yes,electronic_check,0
27,31.17,874.82,one_year,dsl,no,yes,0,0,0,yes,credit_card,0
38,62.38,2429.11,one_year,fiber,no,yes,0,0,1,yes,mailed_check,0
48,90.19,4414.37,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,1
59,40.97,2457.43,one_year,none,no,no,0,1,0,yes,electronic_check,0
16,74.58,1276.09,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,0
21,71.32,1561.0,one_year,fiber,no,no,0,0,1,yes,electronic_check,1
67,104.29,7075.61,one_year,fiber,no,yes,0,0,1,yes,bank_transfer,0
31,65.4,2098.45,month-to-month,dsl,no,no,0,0,1,yes,credit_card,1
17,66.57,1157.98,month-to-month,dsl,yes,yes,0,0,1,yes,electronic_check,0
70,87.1,6173.58,two_year,fiber,yes,no,1,1,0,yes,mailed_check,0
32,43.47,1424.5,two_year,fiber,yes,no,1,1,0,yes,credit_card,0
70,65.58,4671.96,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
66,60.89,4074.26,two_year,fiber,no,yes,0,0,0,yes,bank_transfer,0
65,67.22,4428.98,month-to-month,dsl,yes,no,0,0,1,yes,electronic_check,0
41,86.97,3651.89,month-to-month,none,yes,no,1,1,0,yes,mailed_check,0
57,81.08,4692.99,month-to-month,dsl,yes,no,0,0,0,no,electronic_check,0
69,55.03,3847.67,month-to-month,fiber,no,no,0,1,1,yes,electronic_check,0
19,72.73,1456.01,month-to-month,none,yes,no,0,1,1,yes,electronic_check,1
2,99.81,291.01,one_year,none,no,yes,0,0,0,yes,mailed_check,1
23,53.37,1276.3,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,0
45,72.9,3338.67,month-to-month,dsl,no,no,0,1,0,no,credit_card,0
39,66.14,2630.34,one_year,fiber,no,yes,0,1,0,no,mailed_check,0
5,68.74,413.27,one_year,fiber,no,no,1,0,1,yes,electronic_check,1
40,37.39,1535.28,two_year,fiber,no,yes,0,1,0,yes,mailed_check,1
12,98.22,1248.81,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,1
36,54.51,2025.15,two_year,dsl,no,no,0,0,0,yes,electronic_check,0
41,90.52,3815.67,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
45,57.57,2659.44,month-to-month,fiber,no,no,0,1,1,yes,bank_transfer,1
29,57.49,1728.15,one_year,fiber,yes,no,0,1,0,no,mailed_check,0
29,94.26,2839.81,month-to-month,fiber,no,yes,0,1,0,no,electronic_check,1
48,89.88,4443.4,one_year,dsl,no,no,1,0,0,yes,mailed_check,1
53,74.17,4000.71,month-to-month,fiber,no,yes,0,1,0,no,electronic_check,0
58,85.22,5010.16,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,1
24,64.23,1586.04,month-to-month,fiber,no,no,0,1,0,yes,credit_card,0
30,69.83,2189.25,month-to-month,none,no,no,1,0,1,yes,electronic_check,0
23,56.77,1382.56,month-to-month,none,no,yes,0,1,0,yes,electronic_check,0
37,88.08,3330.75,month-to-month,fiber,no,yes,0,1,0,yes,bank_transfer,1
9,56.13,553.14,month-to-month,none,yes,no,0,1,0,no,bank_transfer,0
30,99.7,3084.24,one_year,dsl,yes,yes,0,1,0,no,credit_card,0
13,63.68,907.11,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,1
38,70.41,2727.86,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
61,85.17,5247.04,month-to-month,fiber,no,no,0,0,0,yes,credit_card,1
70,70.48,5034.63,month-to-month,fiber,yes,no,0,0,1,yes,electronic_check,0
32,64.04,2117.32,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,0
4,69.4,353.31,one_year,none,no,no,0,0,1,yes,credit_card,0
16,87.88,1490.36,two_year,none,no,no,1,1,1,yes,mailed_check,0
7,56.74,459.21,month-to-month,none,no,yes,0,1,0,yes,electronic_check,0
54,67.48,3690.96,one_year,fiber,no,no,0,0,0,no,electronic_check,0
70,70.21,4973.1,month-to-month,none,no,no,0,0,0,yes,electronic_check,0
39,87.29,3493.44,month-to-month,fiber,yes,no,0,0,0,yes,mailed_check,1
12,68.0,853.12,month-to-month,fiber,yes,no,0,0,0,yes,credit_card,0
1,106.17,205.92,month-to-month,fiber,yes,yes,1,1,0,no,bank_transfer,0
70,66.87,4742.9,month-to-month,none,no,no,0,0,0,yes,bank_transfer,0
22,65.25,1496.8,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,0
8,66.58,591.88,month-to-month,fiber,yes,no,0,0,0,no,electronic_check,0
12,43.67,559.01,month-to-month,none,no,no,0,1,0,yes,mailed_check,1
18,49.27,918.18,month-to-month,dsl,yes,yes,0,1,0,yes,electronic_check,0
47,59.39,2852.44,one_year,fiber,yes,yes,0,0,1,yes,electronic_check,0
64,92.72,6021.23,two_year,dsl,yes,no,0,1,0,yes,electronic_check,1
19,69.34,1367.73,month-to-month,fiber,no,yes,0,1,0,yes,credit_card,0
49,60.31,3016.25,month-to-month,fiber,yes,yes,0,0,1,no,electronic_check,1
4,94.53,467.07,month-to-month,fiber,no,no,0,0,0,yes,mailed_check,0
0,101.02,91.71,two_year,fiber,no,yes,0,1,0,yes,credit_card,1
3,95.11,339.41,month-to-month,dsl,no,yes,0,1,0,yes,bank_transfer,1
66,52.94,3554.21,month-to-month,dsl,yes,yes,0,1,0,no,electronic_check,0
41,60.1,2509.38,two_year,fiber,no,no,0,0,0,yes,mailed_check,1
57,106.27,6165.0,month-to-month,dsl,no,no,0,1,0,yes,bank_transfer,1
1,74.82,137.55,month-to-month,dsl,no,no,1,1,0,yes,mailed_check,1
1,64.65,124.27,two_year,dsl,yes,no,0,1,0,no,electronic_check,0
61,84.37,5250.38,two_year,dsl,yes,yes,0,0,1,yes,bank_transfer,0
7,90.15,730.79,month-to-month,dsl,yes,yes,0,1,1,yes,electronic_check,1
11,58.57,716.08,month-to-month,none,yes,yes,0,1,0,yes,mailed_check,0
37,74.39,2831.74,month-to-month,fiber,no,yes,0,1,1,no,electronic_check,0
43,88.53,3902.33,month-to-month,fiber,yes,yes,0,0,0,yes,credit_card,0
16,46.79,778.76,month-to-month,fiber,no,yes,0,0,1,no,credit_card,0
32,70.25,2313.79,month-to-month,dsl,no,no,0,0,1,yes,electronic_check,0
48,47.71,2335.64,one_year,fiber,no,yes,1,1,0,yes,electronic_check,0
31,50.33,1622.88,one_year,none,no,no,0,1,0,yes,electronic_check,0
27,58.74,1638.77,two_year,dsl,no,no,0,1,0,yes,mailed_check,0
5,79.54,481.45,two_year,dsl,yes,no,0,0,0,yes,electronic_check,1
32,63.56,2100.35,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,0
57,57.03,3320.94,month-to-month,dsl,no,no,0,1,1,yes,credit_card,0
45,71.03,3265.48,month-to-month,dsl,no,yes,0,0,0,yes,electronic_check,0
64,47.06,3066.69,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,1
9,78.58,759.01,month-to-month,fiber,no,yes,1,1,0,yes,electronic_check,1
0,92.63,62.73,one_year,dsl,no,no,0,1,0,yes,electronic_check,0
39,68.42,2705.55,month-to-month,none,yes,no,0,0,0,no,credit_card,0
12,65.95,867.72,month-to-month,dsl,yes,no,0,1,0,yes,electronic_check,0
42,77.47,3341.65,month-to-month,fiber,yes,yes,0,0,0,yes,bank_transfer,1
65,29.43,1947.66,two_year,fiber,no,no,0,1,0,yes,electronic_check,0
24,80.74,2007.56,one_year,fiber,yes,no,0,1,0,no,electronic_check,0
39,132.04,5266.72,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,1
49,67.55,3375.86,month-to-month,fiber,no,yes,0,0,1,yes,credit_card,0
10,67.62,763.34,two_year,fiber,yes,yes,0,1,1,yes,credit_card,1
64,84.87,5545.3,month-to-month,none,yes,no,0,1,1,no,electronic_check,0
14,102.91,1559.99,one_year,fiber,yes,no,1,0,1,yes,mailed_check,0
58,89.5,5286.43,one_year,fiber,yes,yes,0,0,0,yes,mailed_check,0
47,26.89,1297.9,one_year,fiber,yes,no,0,0,1,yes,electronic_check,0
10,81.27,889.81,month-to-month,dsl,yes,no,0,1,1,yes,electronic_check,0
52,121.44,6426.82,two_year,fiber,yes,yes,0,1,1,yes,electronic_check,0
14,82.45,1234.62,month-to-month,dsl,no,no,0,0,1,yes,bank_transfer,1
43,46.91,2054.86,month-to-month,fiber,no,no,0,0,0,no,mailed_check,1
69,75.64,5292.15,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,1
68,44.39,3052.99,month-to-month,fiber,no,no,0,0,1,yes,credit_card,1
62,94.66,5982.99,month-to-month,dsl,no,yes,0,0,0,yes,electronic_check,0
35,50.88,1837.21,one_year,fiber,no,yes,0,1,0,yes,mailed_check,0
40,71.48,2951.12,two_year,fiber,no,yes,0,1,1,yes,credit_card,1
21,52.84,1145.26,month-to-month,none,yes,yes,0,0,1,yes,electronic_check,1
66,59.07,3980.16,one_year,fiber,yes,no,0,1,0,yes,electronic_check,0
34,99.72,3458.84,two_year,dsl,yes,yes,0,1,0,yes,mailed_check,0
55,72.07,4018.65,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,1
25,58.82,1522.02,one_year,fiber,no,no,0,1,0,no,credit_card,0
53,47.1,2555.72,two_year,dsl,yes,yes,0,0,0,no,mailed_check,1
16,32.57,555.16,one_year,none,yes,yes,0,1,0,yes,mailed_check,0
52,44.97,2381.22,month-to-month,fiber,no,yes,0,0,1,yes,mailed_check,0
3,72.24,277.51,two_year,fiber,no,no,0,1,0,yes,mailed_check,0
7,89.6,692.14,one_year,fiber,yes,yes,0,0,0,yes,credit_card,0
25,58.79,1541.86,month-to-month,dsl,no,yes,0,1,0,yes,mailed_check,1
34,101.41,3565.55,month-to-month,fiber,no,no,0,0,0,yes,bank_transfer,1
51,55.65,2908.85,month-to-month,fiber,no,yes,1,0,1,yes,electronic_check,0
25,65.24,1701.42,month-to-month,fiber,no,no,0,0,0,yes,credit_card,1
1,48.41,71.24,month-to-month,fiber,no,no,0,1,0,yes,credit_card,1
23,89.82,2133.32,month-to-month,fiber,yes,no,1,0,0,yes,credit_card,0
31,111.95,3592.81,two_year,fiber,no,yes,0,0,0,yes,credit_card,0
39,34.76,1387.83,one_year,none,no,no,1,0,0,yes,bank_transfer,0
46,63.08,2957.71,month-to-month,fiber,no,yes,0,0,1,yes,bank_transfer,0
17,95.3,1694.37,month-to-month,fiber,no,yes,0,0,1,yes,electronic_check,0
43,41.06,1814.42,month-to-month,none,no,no,0,1,1,yes,electronic_check,0
45,81.33,3748.6,month-to-month,fiber,yes,yes,0,0,0,yes,bank_transfer,1
55,94.43,5297.55,one_year,fiber,yes,yes,0,1,0,yes,electronic_check,0
37,71.56,2710.21,month-to-month,fiber,no,no,0,1,1,no,bank_transfer,1
58,81.01,4782.45,two_year,fiber,yes,yes,0,0,1,yes,mailed_check,0
15,105.22,1655.37,month-to-month,none,no,yes,0,1,0,no,mailed_check,0
51,108.97,5663.61,month-to-month,fiber,no,no,1,0,1,no,electronic_check,0
3,68.76,240.28,two_year,fiber,yes,yes,1,1,0,yes,credit_card,0
7,59.35,456.19,month-to-month,dsl,yes,no,0,0,0,no,electronic_check,0
62,51.6,3247.47,month-to-month,dsl,no,no,0,0,1,yes,bank_transfer,0
34,89.54,3176.43,month-to-month,fiber,yes,yes,0,1,1,yes,electronic_check,0
44,42.56,1899.87,one_year,dsl,yes,yes,0,0,1,yes,credit_card,0
43,64.95,2841.65,month-to-month,fiber,no,yes,1,1,1,yes,bank_transfer,0
50,72.05,3677.67,one_year,dsl,yes,yes,0,0,0,no,credit_card,0
17,59.94,1100.13,one_year,dsl,no,yes,0,0,0,yes,electronic_check,0
12,75.6,985.86,two_year,fiber,no,no,0,0,0,yes,bank_transfer,1
3,121.29,502.19,one_year,fiber,no,yes,0,0,0,yes,electronic_check,1
62,67.57,4252.35,one_year,fiber,no,no,1,1,0,yes,electronic_check,0
16,61.29,1035.67,one_year,fiber,yes,yes,1,0,0,yes,electronic_check,0
41,90.31,3794.5,month-to-month,dsl,no,yes,0,0,0,yes,bank_transfer,0
32,74.79,2458.22,one_year,dsl,no,yes,0,0,0,no,credit_card,0
11,98.79,1199.79,one_year,none,no,yes,1,1,1,yes,bank_transfer,1
29,73.29,2175.16,month-to-month,none,yes,no,0,0,1,yes,electronic_check,0
5,65.03,401.76,one_year,fiber,yes,no,0,0,0,yes,electronic_check,1
12,34.33,446.56,month-to-month,fiber,yes,no,0,1,1,yes,electronic_check,1
10,37.61,412.09,month-to-month,none,yes,yes,0,1,0,no,electronic_check,0
59,33.29,1986.46,month-to-month,fiber,yes,yes,0,1,0,yes,bank_transfer,0
40,77.59,3165.99,month-to-month,dsl,no,no,1,0,1,yes,electronic_check,1
66,42.76,2875.17,month-to-month,dsl,yes,no,1,0,1,yes,bank_transfer,0
31,95.11,3039.55,month-to-month,dsl,yes,yes,0,0,0,no,mailed_check,0
14,70.6,1062.93,month-to-month,fiber,no,yes,1,1,1,yes,electronic_check,1
43,65.12,2853.82,month-to-month,fiber,no,no,0,0,1,no,electronic_check,1
66,53.12,3558.73,month-to-month,dsl,yes,yes,0,0,0,yes,electronic_check,0
38,82.45,3192.92,month-to-month,dsl,yes,no,0,1,0,yes,bank_transfer,0
1,53.91,108.9,two_year,dsl,no,yes,0,0,1,yes,bank_transfer,1
21,50.29,1110.11,one_year,fiber,no,no,1,0,0,yes,credit_card,0
66,93.77,6288.6,month-to-month,none,no,no,0,1,0,yes,electronic_check,0
37,77.09,2915.49,month-to-month,fiber,no,no,1,1,0,yes,electronic_check,0
68,65.3,4501.23,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,0
36,82.83,3073.61,month-to-month,dsl,no,no,0,0,0,yes,credit_card,0
0,70.18,67.21,month-to-month,fiber,yes,no,0,0,0,yes,mailed_check,0
62,77.66,4888.12,one_year,fiber,no,yes,0,0,0,yes,credit_card,0
54,53.66,2971.73,one_year,dsl,no,no,0,1,1,no,electronic_check,0
51,111.41,5772.13,month-to-month,fiber,no,yes,0,1,0,yes,bank_transfer,0
69,58.41,4101.32,one_year,none,yes,no,0,0,0,no,bank_transfer,0
14,101.12,1493.45,month-to-month,dsl,no,no,0,0,1,no,electronic_check,0
65,66.22,4379.19,one_year,fiber,no,no,1,0,0,yes,electronic_check,1
16,86.14,1476.58,two_year,none,yes,no,0,1,0,no,electronic_check,0
69,84.68,5918.96,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,0
13,92.94,1278.53,one_year,fiber,yes,no,1,1,0,yes,electronic_check,1
39,53.19,2106.64,one_year,dsl,no,no,0,1,0,yes,bank_transfer,0
56,91.51,5204.81,month-to-month,none,yes,yes,0,0,1,yes,electronic_check,0
5,106.93,652.83,month-to-month,dsl,no,no,0,1,1,yes,bank_transfer,1
4,64.83,310.18,one_year,dsl,no,yes,0,1,0,no,mailed_check,0
61,70.69,4384.15,month-to-month,dsl,no,yes,0,1,0,no,electronic_check,0
4,59.53,280.07,month-to-month,fiber,no,no,0,0,0,yes,bank_transfer,1
44,63.07,2835.2,one_year,fiber,no,yes,0,0,1,yes,electronic_check,0
67,104.23,7063.73,month-to-month,none,no,yes,0,0,0,no,electronic_check,0
44,49.92,2245.62,month-to-month,fiber,yes,yes,0,0,1,no,mailed_check,0
34,51.16,1785.47,two_year,none,yes,no,1,0,1,yes,electronic_check,0
30,102.22,3144.48,month-to-month,fiber,yes,yes,0,1,0,no,electronic_check,0
45,82.49,3783.67,month-to-month,fiber,no,yes,1,0,0,yes,mailed_check,1
41,112.41,4700.22,one_year,dsl,yes,yes,0,0,1,yes,mailed_check,0
36,60.99,2240.6,month-to-month,dsl,no,yes,0,1,0,yes,bank_transfer,1
11,72.53,886.07,one_year,fiber,yes,yes,0,1,0,no,mailed_check,0
47,56.79,2721.83,one_year,fiber,no,no,0,0,1,yes,mailed_check,0
53,72.87,3902.88,month-to-month,dsl,yes,no,0,1,0,no,mailed_check,1
51,34.52,1790.74,month-to-month,fiber,yes,no,0,0,0,no,credit_card,0
5,83.7,517.51,two_year,fiber,no,no,0,1,0,yes,electronic_check,0
50,76.47,3888.33,two_year,fiber,no,yes,0,0,0,yes,bank_transfer,0
52,68.85,3669.67,month-to-month,dsl,no,yes,0,1,1,yes,electronic_check,0
13,62.19,860.0,month-to-month,dsl,no,no,1,1,1,yes,electronic_check,1
61,52.1,3235.45,month-to-month,dsl,no,yes,0,1,1,yes,bank_transfer,1
37,84.55,3230.43,two_year,none,yes,no,0,0,0,no,electronic_check,0
34,46.58,1634.49,one_year,fiber,yes,yes,0,1,1,yes,electronic_check,0
52,80.24,4230.66,month-to-month,dsl,no,no,0,0,1,yes,mailed_check,0
36,111.49,4104.11,two_year,dsl,yes,yes,0,1,0,no,mailed_check,0
39,99.71,4011.73,month-to-month,fiber,no,no,0,0,0,no,credit_card,1
22,39.9,911.28,month-to-month,dsl,no,no,1,0,0,no,credit_card,0
66,59.27,3982.66,month-to-month,none,yes,yes,0,1,0,yes,electronic_check,0
69,78.43,5483.35,month-to-month,fiber,no,yes,0,1,0,yes,credit_card,0
9,68.59,687.84,one_year,none,no,yes,0,0,0,yes,mailed_check,0
